ID Pen Trait_1 Trait_2 Trait_3 Trait_4
M533_4 24 -0.430654017550944 -0.414228620623734 0 0.386697929379447
F2391_4 25 0.126846824069842 -0.140124418988259 0 0.509489378639005
F2537_4 25 0.090342250464639 -0.570104186567724 0 0.594960561040834
F2614_4 25 0.379464472007265 0.0468194460135843 0 1.13283300672526
F2680_4 25 -0.163996820237871 0.45714500202854 0 0.105982148768511
F2724_4 25 0.741184332650753 0.176428000195935 0 1.41291843101091
F33_4 25 0.137924851905384 -0.31658689367927 0 0.903988452337334
F686_4 25 0.113228974361747 0.316307142056087 0 -0.0602390058766541
F765_4 25 -0.177604164472097 0.608231151015903 0 -0.231875199332113
M1381_4 25 0.706842286939738 0.192409642239362 0 -0.0962376299922621
M1813_4 25 0.377368921975733 -0.00288375534626184 0 0.253160145448822
M1926_4 25 0.785051873698169 -0.333215748276068 0 0.133201587236498
M2752_4 25 -1.13824307996931 -0.0142092307348251 0 -0.385286758423982
M570_4 25 0.301954032250102 0.133951491973603 0 0.31117525995711
M846_4 25 -0.456604037370159 -0.46264939686989 0 0.53641350651191
F1263_4 26 0.0494039771094461 -0.071621186307508 0 -0.159249930888203
F1929_4 26 0.0622411394717506 0.332942507117629 0 0.207253250845461
F2361_4 26 -0.58562767065872 0.0409408671919296 0 -0.617261524503753
F2399_4 26 -0.0929394224156332 0.0617154340578976 0 -0.267632171536917
F2560_4 26 0.0537966119248893 -0.234499798483644 0 0.445047507949347
F2652_4 26 -0.169769970459038 0.326831464508349 0 0.946806256889273
F455_4 26 -0.398507046044719 0.188139678611971 0 -1.05927639926625
M1354_4 26 0.645445566047442 0.14962923457731 0 0.634413642503841
M1858_4 26 0.332315061190593 -0.0298036897392663 0 0.0781793613436508
M1949_4 26 -0.426624978880097 -0.308293483875406 0 0.0444598635261967
M2053_4 26 -0.537418083910197 -0.138858838818409 0 -0.623496559364005
M281_4 26 0.736751434631 -0.308163519010894 0 0.035887534878777
M492_4 26 0.489602137432561 -0.06747534494554 0 0.911961442611006
M724_4 26 0.567087763786302 -0.945508759954769 0 -0.341219629400622
F1866_4 27 0.0343951908733799 0.191256361257343 0 0.652119214362317
F2046_4 27 -0.484591476161836 0.283830585977791 0 0.317071677502957
F2638_4 27 0.625423871199351 -0.547369459155446 0 1.44924398819405
F2_4 27 1.12674929704718 -0.113269144929184 0 0.347672108558054
F41_4 27 0.594620085822773 0.874385793648832 0 -0.299463139243769
M1253_4 27 0.967144261908413 -0.341627401776236 0 0.574551916965165
M132_4 27 0.288724020271808 -0.484921779018661 0 0.140657291498442
M1421_4 27 -0.649526401635149 0.589207150406967 0 0.68967280745902
M1659_4 27 -0.403578482893669 -0.625806043667582 0 0.84516365119992
M2016_4 27 -0.393362313869333 0.301546687269012 0 0.363843234548504
M2117_4 27 0.625603417043923 -0.769851163010631 0 -0.549486305563707
M2181_4 27 0.00925494485720002 0.207790003675565 0 0.695487554352075
M2189_4 27 0.0907249287360908 0.612502802974502 0 0.623917307160251
M514_4 27 0.26729304636811 0.377977252183793 0 0.205774628021303
F1411_4 28 -0.0406363518787734 -0.0280998491826199 0 -0.594271851937959
F2148_4 28 -0.617618748801272 0.381312356637513 0 0.746995597657091
F2240_4 28 -0.517903846348028 0.145037150966562 0 -0.613314494450439
F2667_4 28 0.307068300927039 0.0855339962176365 0 -0.298227292702493
F705_4 28 0.319507027938848 -0.806443009711782 0 0.566373351075718
F725_4 28 -0.716542406393409 -0.778923310547591 0 -0.500518716473205
M1474_4 28 -0.0464157722878399 0.201723639243967 0 -0.233799106570663
M1544_4 28 -0.587528370907496 1.25824674048591 0 -0.241747567091355
M1766_4 28 -0.344880273727923 0.419010958264764 0 0.185579165216967
M1838_4 28 0.812983494294961 0.261657808392644 0 0.573592013273791
M1839_4 28 0.504201111088101 -0.367254260376984 0 0.735802481250005
